"company","bean_origin","REF","review_date","cocoa_percent","company_location","rating","bean_type","broad_bean_origin","cacao_decimal"
"Doble & Bignall","Puerto Cabello",1688,2015,"85%","U.K.",3," ","Venezuela",0.85
"Doble & Bignall","Panama, Raven",1371,2014,"72%","U.K.",3.25," ","Panama",0.72
"Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,"72%","U.K.",3.25,"Trinitario","Venezuela",0.72
"Doble & Bignall","Johe",1407,2014,"72%","U.K.",3.5,"Criollo, Trinitario","Nicaragua",0.72
"Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"70%","U.S.A.",3.75," ","Hawaii",0.7
"Dolfin (Belcolade)","Africa",304,2008,"88%","Belgium",3,"Forastero","West Africa",0.88
"Dolfin (Belcolade)","Noir",63,2006,"70%","Belgium",1.5," "," ",0.7
"Domori","Hacienda Victoria",1672,2015,"70%","Italy",3.75," ","Ecuador",0.7
"Domori","Ocumare 77",1672,2015,"70%","Italy",3.75,"Criollo (Ocumare 77)","Venezuela",0.7
"Domori","IL100, H. San Jose",1109,2013,"100%","Italy",3,"Criollo","Venezuela",1
"Domori","Morogoro",863,2012,"70%","Italy",3.5," ","Tanzania",0.7
"Domori","Guasare",863,2012,"70%","Italy",3.75,"Criollo","Venezuela",0.7
"Domori","Canoabo, Hacienda San Jose",693,2011,"70%","Italy",3.5,"Criollo","Venezuela",0.7
"Domori","Chuao, Hacienda San Jose",470,2010,"70%","Italy",3,"Trinitario","Venezuela",0.7
"Domori","Carupano, H. San Jose",227,2008,"70%","Italy",3,"Trinitario","Venezuela",0.7
"Domori","Teyuna",272,2008,"70%","Italy",3," ","Colombia",0.7
"Domori","Blend No. 1",272,2008,"78%","Italy",3.5,"Blend"," ",0.78
"Domori","Ilblend",272,2008,"70%","Italy",3.75,"Blend"," ",0.7
"Domori","Porcelana",111,2007,"70%","Italy",4,"Criollo (Porcelana)","Venezuela",0.7
"Domori","Ocumare 61, Puertomar",129,2007,"75%","Italy",3.25,"Criollo (Ocumare 61)","Venezuela",0.75
"Domori","Granella",135,2007,"60%","Italy",3.25,"Trinitario","Venezuela",0.6
"Domori","Madagascar",135,2007,"70%","Italy",3.5,"Trinitario","Madagascar",0.7
"Domori","Madagared",192,2007,"70%","Italy",3.5,"Criollo","Madagascar",0.7
"Domori","Java, Javablond",192,2007,"70%","Italy",3.75,"Criollo","Indonesia",0.7
"Domori","Ecuador",192,2007,"70%","Italy",4,"Forastero (Arriba)","Ecuador",0.7
"Domori","Ocumare 67, Puertofino",192,2007,"70%","Italy",4,"Criollo (Ocumare 67)","Venezuela",0.7
"Domori","Sur del Lago Classificado",87,2006,"70%","Italy",3,"Trinitario","Venezuela",0.7
"Domori","Apurimac",87,2006,"70%","Italy",3.25,"Trinitario","Peru",0.7
"Domori","Carenero Superior",87,2006,"70%","Italy",3.5,"Trinitario","Venezuela",0.7
"Dormouse","Non Pariel Estate",1880,2016,"75%","U.K.",2.75,"Trinitario","Grenada",0.75
"Dormouse","Rio Caribe, Batch 7",1672,2015,"70%","U.K.",2.5,"Trinitario","Venezuela",0.7
"Dormouse","Colombia, Batch 9",1676,2015,"80%","U.K.",2.75,"Criollo, Trinitario","Colombia",0.8
"Dormouse","Madagascar, Batch 8",1676,2015,"77%","U.K.",2.75,"Criollo, Trinitario","Madagascar",0.77
"Duffy's","Rio Dulce, Xoco",1662,2015,"70%","U.K.",4,"Criollo","Guatemala",0.7
"Duffy's","Chuno, Xoco",1331,2014,"70%","U.K.",3.5,"Criollo","Nicaragua",0.7
"Duffy's","Rico Rugoso, Xoco",1331,2014,"76%","U.K.",3.75,"Criollo","Nicaragua",0.76
"Duffy's","Ocumare",923,2012,"72%","U.K.",3.75," ","Venezuela",0.72
"Duffy's","Indio Rojo, Xoco",623,2011,"72%","U.K.",3.75,"Criollo","Honduras",0.72
"Duffy's","Dominican Republic",661,2011,"65%","U.K.",3.5," ","Dominican Republic",0.65
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,"72%","U.K.",3," ","Panama",0.72
"Duffy's","Nicaliso, Xoco",697,2011,"71%","U.K.",3.25,"Criollo","Nicaragua",0.71
"Duffy's","Ocumare",765,2011,"71%","U.K.",3.5," ","Venezuela",0.71
"Duffy's","Panama",516,2010,"70%","U.K.",3.5," ","Panama",0.7
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,"72%","U.K.",3.75," ","Ecuador",0.72
"Duffy's","Star of Ecuador",523,2010,"70%","U.K.",2.5," ","Ecuador",0.7
"Duffy's","Star of Peru",523,2010,"70%","U.K.",3.75," ","Peru",0.7
"Dulcinea","Dominican Republic",1506,2015,"70%","U.S.A.",3.25," ","Dominican Republic",0.7
"Durand","Madagascar",841,2012,"82%","France",2.75,"Trinitario","Madagascar",0.82
"Durci","Maranon, Joya Rara",1626,2015,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"Durci","Rio Caribe, Tepui Treasure",1626,2015,"70%","U.S.A.",3.5,"Trinitario","Venezuela",0.7
"Durci","Taino Secret",1630,2015,"70%","U.S.A.",3.25," ","Domincan Republic",0.7
"Durci","Carenero, Empyrean Sabor",1630,2015,"70%","U.S.A.",3.25,"Trinitario","Venezuela",0.7
"Durci","Corona Arriba",1630,2015,"70%","U.S.A.",4," ","Ecuador",0.7
"East Van Roasters","Peru",1343,2014,"70%","Canada",3.25," ","Peru",0.7
"East Van Roasters","Madagascar",1343,2014,"70%","Canada",3.5,"Trinitario","Madagascar",0.7
"East Van Roasters","Dominican Republic",1343,2014,"70%","Canada",3.75," ","Dominican Republic",0.7
"Eau de Rose","Tumaco",1812,2016,"70%","Canada",3.25," ","Colombia",0.7
"Eau de Rose","Arauca",1812,2016,"70%","Canada",3.25," ","Colombia",0.7
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,"72%","U.S.A.",2.75,"Forastero (Nacional)","Peru",0.72
"Edelmond","Porcelana",1876,2016,"68%","Germany",3,"Criollo","Venezuela",0.68
"El Ceibo","Alto Beni, Covendo Region",709,2011,"75%","Bolivia",3.75," ","Bolivia",0.75
"El Ceibo","Alto Beni",252,2008,"71%","Bolivia",2.75," ","Bolivia",0.71
"El Rey","San Joaquin",1662,2015,"70%","Venezuela",3.75," ","Venezuela",0.7
"El Rey","Rio Caribe, Cariaco",439,2009,"60.5%","Venezuela",2.75,"Trinitario","Venezuela",0.605
"El Rey","Rio Caribe, Macuro",439,2009,"70%","Venezuela",3,"Trinitario","Venezuela",0.7
"El Rey","Carenero Superior, Apamate",206,2008,"74%","Venezuela",2.5,"Criollo","Venezuela",0.74
"El Rey","Carenero Superior, Bucare",206,2008,"58%","Venezuela",2.5,"Criollo","Venezuela",0.58
"El Rey","Carenero Superior, Mijao",206,2008,"61%","Venezuela",3,"Criollo","Venezuela",0.61
"El Rey","Carenero Superior, Gran Saman",32,2006,"70%","Venezuela",2.75,"Criollo","Venezuela",0.7
"Emerald Estate","Emerald Estate",1137,2013,"60%","St. Lucia",2.75," ","St. Lucia",0.6
"Emerald Estate","Emerald Estate",1137,2013,"70%","St. Lucia",3.25," ","St. Lucia",0.7
"Emily's","Patanemo",1450,2015,"79%","Japan",3," ","Venezuela",0.79
"Emily's","Peru",1454,2015,"78%","Japan",3.5,"Criollo","Peru",0.78
"ENNA","Wampusirpi, batch 007",1916,2016,"75%","U.S.A.",3.25," ","Honduras",0.75
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,"80%","Spain",3.25,"Forastero","Sao Tome & Principe",0.8
"Erithaj (A. Morin)","Ben Tre",1205,2014,"70%","France",3.25,"Trinitario","Vietnam",0.7
"Erithaj (A. Morin)","Ham Luong",1209,2014,"80%","France",3,"Trinitario","Vietnam",0.8
"Erithaj (A. Morin)","Ba Lai",1209,2014,"74%","France",3.25,"Trinitario","Vietnam",0.74
"Escazu","Rio Caribe",903,2012,"70%","U.S.A.",2.75,"Trinitario","Venezuela",0.7
"Escazu","Guapiles",414,2009,"65%","U.S.A.",2," ","Costa Rica",0.65
"Escazu","Carenero Superior",423,2009,"81%","U.S.A.",3.5,"Criollo","Venezuela",0.81
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,"74%","U.S.A.",2.75," ","Cost Rica, Ven",0.74
"Escazu","Ocumare",252,2008,"72%","U.S.A.",3,"Criollo","Venezuela",0.72
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,"55%","U.S.A.",2.5," ","Peru, Madagascar",0.55
"Ethel's Artisan (Mars)","Trinidad",666,2011,"55%","U.S.A.",2.5,"Trinitario","Trinidad",0.55
"Ethel's Artisan (Mars)","Porcelana",666,2011,"70%","U.S.A.",2.5,"Criollo (Porcelana)","Venezuela",0.7
"Ethel's Artisan (Mars)","Red Vanilla",666,2011,"62%","U.S.A.",2.75," "," ",0.62
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,"62%","U.S.A.",2.5," ","Venezuela, Trinidad",0.62
"Ethereal","Belize",1275,2014,"80%","U.S.A.",3,"Trinitario","Belize",0.8
"Ethereal","Ecuador",1275,2014,"80%","U.S.A.",3.5," ","Ecuador",0.8
"Ethereal","Dominican Republic",1275,2014,"80%","U.S.A.",3.75," ","Dominican Republic",0.8
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,"75%","U.S.A.",2.75," ","Brazil",0.75
"Feitoria Cacao","Blue Mountain",1732,2016,"76%","Portugal",3," ","Jamaica",0.76
"Feitoria Cacao","Cuyagua",1736,2016,"76%","Portugal",2.5," ","Venezuela",0.76
"Feitoria Cacao","Maya Mountain",1736,2016,"76%","Portugal",2.75,"Trinitario","Belize",0.76
"Felchlin","Grenada",494,2010,"58%","Switzerland",3.5,"Trinitario","Grenada",0.58
"Felchlin","Supremo- SF",105,2006,"62%","Switzerland",2," "," ",0.62
"Felchlin","Elvesia P.",105,2006,"74%","Switzerland",3,"Trinitario, Criollo","Dominican Republic",0.74
"Felchlin","Madagascar, Grand Cru",48,2006,"64%","Switzerland",3,"Criollo","Madagascar",0.64
"Felchlin","Maracaibo Clasificado",48,2006,"65%","Switzerland",3,"Criollo","Venezuela",0.65
"Felchlin","Arriba",48,2006,"72%","Switzerland",3.5,"Forastero (Arriba)","Ecuador",0.72
"Felchlin","Alto Beni, Cru Savage",56,2006,"68%","Switzerland",4,"Criollo (Wild)","Bolivia",0.68
"Finca","Puerto Rico",1283,2014,"65%","U.S.A.",2.25," ","Puerto Rico",0.65
"Finca","Dominican Republic",1283,2014,"80%","U.S.A.",3," ","Dominican Republic",0.8
"Finca","Dominican Republic",1283,2014,"70%","U.S.A.",3.25," ","Dominican Republic",0.7
"Finca","Dominican Republic",1287,2014,"85%","U.S.A.",2.5," ","Dominican Republic",0.85
"Forever Cacao","Rio Eni",1267,2014,"72%","U.K.",2.75,"Criollo","Peru",0.72
"Forteza (Cortes)","Dominican Republic",1776,2016,"70%","Puerto Rico",2.75," ","Domincan Republic",0.7
"Forteza (Cortes)","Puerto Rico",1776,2016,"80%","Puerto Rico",2.75," ","Domincan Republic",0.8
"Fossa","Akesson's E., Sambirano V.",1772,2016,"70%","Singapore",2.75," ","Madagascar",0.7
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,"75%","Singapore",3.5," ","Ecuador",0.75
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,"67%","Singapore",3.75,"Trinitario","Tanzania",0.67
"Franceschi","Choroni",1355,2014,"70%","Venezuela",3.5," ","Venezuela",0.7
"Franceschi","Ocumare",1355,2014,"70%","Venezuela",3.75," ","Venezuela",0.7
"Franceschi","Canoabo",911,2012,"70%","Venezuela",3.75," ","Venezuela",0.7
"Franceschi","Sur del Lago",915,2012,"60%","Venezuela",3.5," ","Venezuela",0.6
"Frederic Blondeel","Costa Rica",1538,2015,"70%","Belgium",3.5," ","Costa Rica",0.7
"Frederic Blondeel","Peru Brutus",1538,2015,"75%","Belgium",3.5," ","Peru",0.75
"Frederic Blondeel","Vietnam",1542,2015,"80%","Belgium",3,"Trinitario","Vietnam",0.8
"Frederic Blondeel","Ghana",1351,2014,"60%","Belgium",3.5,"Forastero","Ghana",0.6
"Frederic Blondeel","Madagascar",1351,2014,"65%","Belgium",3.5,"Trinitario","Madagascar",0.65
"French Broad","Norandino, batch 161208",1940,2017,"70%","U.S.A.",3.5," ","Peru",0.7
"French Broad","Guatemala",1634,2015,"73%","U.S.A.",3.5," ","Guatemala",0.73
"French Broad","San Andres",1209,2014,"80%","U.S.A.",3," ","Costa Rica",0.8
"French Broad","Matagalpa",1295,2014,"68%","U.S.A.",3.25," ","Nicaragua",0.68
"French Broad","Palo Blanco, Chulucanas",1042,2013,"66%","U.S.A.",3.5," ","Peru",0.66
"French Broad","Tumbes Coop",883,2012,"70%","U.S.A.",2.5,"Criollo","Peru",0.7
"French Broad","Palo Blanco, Chulucanas",883,2012,"61%","U.S.A.",3.5," ","Peru",0.61
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,"81%","U.S.A.",2," ","Peru",0.81
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"French Broad","La Red",785,2011,"65%","U.S.A.",3.5," ","Dominican Republic",0.65
"Fresco","Maranon, #228, MR, SC",1383,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru",0.7
"Fresco","Maranon, #227, LR, MC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"Fresco","Maranon, #229, MR, LC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"Fresco","Maranon, #230, DR, LC",1387,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0.7
"Fresco","Conacado, #223, MR, SC",1030,2013,"72%","U.S.A.",3.25," ","Dominican Republic",0.72
"Fresco","Conacado, #224, MR, MC",1081,2013,"72%","U.S.A.",3.75," ","Dominican Republic",0.72
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,"70%","U.S.A.",3.75," ","Peru",0.7
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,"70%","U.S.A.",4,"Trinitario","Peru",0.7
"Fresco","Markham Valley, #219, LR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea",0.69
"Fresco","Markham Valley, #221, DR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea",0.69
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,"74%","U.S.A.",4,"Trinitario","Madagascar",0.74
"Fresco","Markham Valley, #220, MR, MC",927,2012,"69%","U.S.A.",4,"Trinitario","Papua New Guinea",0.69
"Fresco","Markham Valley, #222, LR, 0C",931,2012,"69%","U.S.A.",3,"Trinitario","Papua New Guinea",0.69
"Fresco","Ghana, #211, MR, MC",636,2011,"74%","U.S.A.",2.75,"Forastero","Ghana",0.74
"Fresco","Jamaica, #209, DR, SC",642,2011,"70%","U.S.A.",3.25,"Trinitario","Jamaica",0.7
"Fresco","Conacado, #212, LR, SC",642,2011,"72%","U.S.A.",3.5," ","Dominican Republic",0.72
"Fresco","Jamaica, #210, DR, MC",642,2011,"70%","U.S.A.",3.5,"Trinitario","Jamaica",0.7
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,"74%","U.S.A.",2.75,"Trinitario","Madagascar",0.74
"Fresco","Conacado, #213, DR, -C",682,2011,"72%","U.S.A.",3.25," ","Dominican Republic",0.72
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,"74%","U.S.A.",3,"Trinitario","Madagascar",0.74
"Fresco","Chuao, #218, MR, MC",745,2011,"76%","U.S.A.",3.25,"Trinitario","Venezuela",0.76
"Fresco","Chuao, #217, DR, MC",745,2011,"70%","U.S.A.",4,"Trinitario","Venezuela",0.7
"Fresco","Jamaica, #204, DR, SC",370,2009,"80%","U.S.A.",2.75,"Trinitario","Jamaica",0.8
"Fresco","Jamaica, #206, DR, LC",370,2009,"70%","U.S.A.",3,"Trinitario","Jamaica",0.7
"Fresco","Jamaica, #205, DR, MC",370,2009,"70%","U.S.A.",3.25,"Trinitario","Jamaica",0.7
"Fresco","Carenero Superior, #203, MR, SC",370,2009,"65%","U.S.A.",3.5,"Criollo","Venezuela",0.65
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,"70%","Denmark",3.5," ","Nicaragua",0.7
"Friis Holm (Bonnat)","La Dalia",1680,2015,"60%","Denmark",3," ","Nicaragua",0.6
"Friis Holm (Bonnat)","La Dalia",1680,2015,"85%","Denmark",3.25," ","Nicaragua",0.85
"Friis Holm (Bonnat)","La Dalia",1259,2014,"70%","Denmark",3.5," ","Nicaragua",0.7
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,"70%","Denmark",3.25," ","Nicaragua",0.7
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,"70%","Denmark",3.5," ","Nicaragua",0.7
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",0.7
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Honduras",0.7
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",0.7
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,"70%","Denmark",3.75," ","Nicaragua",0.7
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",0.7
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua",0.7
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua",0.7
"Fruition","Wild Bolivian, Batch 2",1780,2016,"74%","U.S.A.",3.75,"Beniano","Bolivia",0.74
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,"74%","U.S.A.",4,"Amazon mix","Costa Rica",0.74
"Fruition","Gran Couva",1347,2014,"70%","U.S.A.",3.75,"Trinitario","Trinidad",0.7
"Fruition","Maranon",1359,2014,"76%","U.S.A.",3,"Forastero (Nacional)","Peru",0.76
"Fruition","La Red",1046,2013,"70%","U.S.A.",3.75," ","Dominican Republic",0.7
"Fruition","Camino Verde",1185,2013,"75%","U.S.A.",3," ","Ecuador",0.75
"Fruition","Peru",863,2012,"70%","U.S.A.",2.5," ","Peru",0.7
"Fruition","Signature Blend",753,2011,"66%","U.S.A.",3.25,"Trinitario","Costa Rica",0.66
"Fruition","Costa Rica",781,2011,"70%","U.S.A.",3," ","Costa Rica",0.7
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,"85%","U.S.A.",2.5,"Blend","Hawaii",0.85
"Georgia Ramon","Akesson P.",1642,2015,"65%","Germany",3.25,"Trinitario","Madagascar",0.65
"Georgia Ramon","ABOCFA Coop",1642,2015,"70%","Germany",4,"Forastero","Ghana",0.7
"Georgia Ramon","Conacado Coop",1646,2015,"70%","Germany",3.5,"Trinitario","Domincan Republic",0.7
"Georgia Ramon","Conacado Coop",1646,2015,"80%","Germany",3.5,"Trinitario","Domincan Republic",0.8
"Georgia Ramon","Akesson P.",1646,2015,"75%","Germany",3.5,"Trinitario","Madagascar",0.75
"Glennmade","Toledo District, 2015 Harvest",1848,2016,"70%","U.S.A.",3.5," ","Belize",0.7
"Glennmade","Bahia",1672,2015,"66%","U.S.A.",3,"Trinitario, Forastero","Brazil",0.66
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,"77%","U.S.A.",2.75," ","Mexico",0.77
"Goodnow Farms","El Carmen, batch 1003",1924,2016,"77%","U.S.A.",3.25," ","Nicaragua",0.77
"Goodnow Farms","Asochivite, batch 1005",1924,2016,"77%","U.S.A.",3.25," ","Guatemala",0.77
"Grand Place","Ben Tre, Dong Nai",741,2011,"72%","Vietnam",3,"Trinitario","Vietnam",0.72
"Green & Black's (ICAM)","Dark",15,2006,"70%","U.K.",2.5," "," ",0.7
"Green Bean to Bar","Madagascar",1896,2016,"70%","Japan",3.5," ","Madagascar",0.7
"Grenada Chocolate Co.","Grenada",494,2010,"82%","Grenada",3.25,"Trinitario","Grenada",0.82
"Grenada Chocolate Co.","Grenada",363,2009,"60%","Grenada",2.75,"Trinitario","Grenada",0.6
"Grenada Chocolate Co.","Grenada",241,2008,"71%","Grenada",2.5,"Trinitario","Grenada",0.71
"Guido Castagna","Arriba",355,2009,"64%","Italy",3,"Forastero (Arriba) ASS","Ecuador",0.64
"Guido Castagna","Ghana",355,2009,"64%","Italy",3,"Forastero","Ghana",0.64
"Guido Castagna","Trinidad & Tobago",355,2009,"64%","Italy",3," ","Trinidad, Tobago",0.64
"Guido Castagna","Lacri Blend",355,2009,"76%","Italy",3," ","Venezuela",0.76
"Guido Castagna","Blend",355,2009,"64%","Italy",3.25," ","Ven, Trinidad, Ecuador",0.64
"Guittard","Epique, Blend No. 49",1602,2015,"70%","U.S.A.",3.75," "," ",0.7
"Guittard","Haiti",1053,2013,"65%","U.S.A.",2.75," ","Haiti",0.65
"Guittard","Nicaragua",1053,2013,"65%","U.S.A.",2.75," ","Nicaragua",0.65
"Guittard","Jamaica",1053,2013,"65%","U.S.A.",3.25,"Trinitario","Jamaica",0.65
"Guittard","Ecuador",1053,2013,"65%","U.S.A.",3.5," ","Ecuador",0.65
"Guittard","Coucher du Soleil",654,2011,"72%","U.S.A.",2.75," "," ",0.72
"Guittard","Lever du Soleil",654,2011,"61%","U.S.A.",3.25," "," ",0.61
"Guittard","Onyx",654,2011,"72%","U.S.A.",3.25," "," ",0.72
"Guittard","Trinidad",552,2010,"65%","U.S.A.",3,"Trinitario","Trinidad",0.65
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,"55%","U.S.A.",3," ","Hawaii",0.55
"Guittard","Nocturne",387,2009,"91%","U.S.A.",3," "," ",0.91
"Guittard","Complexite",387,2009,"70%","U.S.A.",3.5,"Blend"," ",0.7
"Guittard","Machu Pichu",259,2008,"65%","U.S.A.",3," ","Peru",0.65
"Guittard","Special Maker Reserve",276,2008,"64%","U.S.A.",3," "," ",0.64
"Guittard","Ocumare",276,2008,"65%","U.S.A.",3.5," ","Venezuela",0.65
"Guittard","Quetzalcoatl",147,2007,"72%","U.S.A.",3.5,"Blend"," ",0.72
"Guittard","Chucuri",15,2006,"65%","U.S.A.",3,"Trinitario","Colombia",0.65
"Guittard","Sur del Lago",87,2006,"65%","U.S.A.",2.5,"Trinitario, Criollo","Venezuela",0.65
"Guittard","Sambirano, Ambanja",87,2006,"65%","U.S.A.",3.5,"Criollo, +","Madagascar",0.65
"Guittard","Los Rios, Quevedo",93,2006,"65%","U.S.A.",3.5,"Forastero (Arriba)","Ecuador",0.65
"Guittard","Tsaranta",93,2006,"61%","U.S.A.",3.5,"Blend"," ",0.61
"Guittard","Semisweet",99,2006,"61%","U.S.A.",3,"Blend"," ",0.61
"Habitual","Papua New Guinea",1197,2014,"80%","Canada",2.75," ","Papua New Guinea",0.8
"Habitual","Campesino w/ nibs",1197,2014,"74%","Canada",2.75," "," ",0.74
"Habitual","Dominican Republic",1197,2014,"75%","Canada",3.25," ","Dominican Republic",0.75
"Habitual","Trinitario",1197,2014,"70%","Canada",3.5,"Trinitario"," ",0.7
"Habitual","Downtown London",1201,2014,"65%","Canada",2.75," "," ",0.65
"Habitual","Africa meets Latina",1201,2014,"70%","Canada",3," "," ",0.7
"Habitual","Amazonas",1201,2014,"80%","Canada",3," "," ",0.8
"Habitual","Sharkey",1201,2014,"66%","Canada",3.25," ","Hawaii",0.66
"Habitual","one hundred",1205,2014,"100%","Canada",2," "," ",1
"Hachez","Arriba",166,2007,"77%","Germany",2.5,"Forastero (Arriba)","Ecuador",0.77
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"55%","Ecuador",2.75,"Trinitario","Ecuador",0.55
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"70%","Ecuador",3,"Trinitario","Ecuador",0.7
"Haigh","South America and Africa",701,2011,"70%","Australia",3," ","South America, Africa",0.7
"Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,"85%","U.S.A.",3.25," ","Brazil",0.85
"Harper Macaw","Brazil Blend",1696,2015,"67%","U.S.A.",3," ","Brazil",0.67
"Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,"77%","U.S.A.",3.5," ","Brazil",0.77
"Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,"74%","U.S.A.",3.5," ","Brazil",0.74
"Heilemann","Peru",1876,2016,"64%","Germany",2.75," ","Peru",0.64
"Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,"70%","U.S.A.",3.25,"Amazon","Belize",0.7
"Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,"74%","U.S.A.",3.5,"Amazon mix","Costa Rica",0.74
"Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,"67%","U.S.A.",3.5,"Amazon, ICS","Bolivia",0.67
"Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,"67%","U.S.A.",3,"Beniano","Bolivia",0.67
"Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,"67%","U.S.A.",3.75,"EET","Ecuador",0.67
"Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,"67%","U.S.A.",3.75," ","Hawaii",0.67
"Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,"72%","U.S.A.",3.5," ","Hawaii",0.72
"Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,"70%","U.S.A.",3.5,"EET","Ecuador",0.7
"Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,"77%","U.S.A.",3.5,"EET","Ecuador",0.77
"Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,"68%","U.S.A.",3.75,"Amazon, ICS","Bolivia",0.68
"Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,"72%","U.S.A.",4,"Beniano","Bolivia",0.72
"hello cocoa","Uganda",1458,2015,"57%","U.S.A.",2.75,"Forastero","Uganda",0.57
"hello cocoa","Venezuela",1462,2015,"74%","U.S.A.",3.5,"Criollo","Venezuela",0.74
"hexx","Tanzania",1546,2015,"70%","U.S.A.",2.75," ","Tanzania",0.7
"hexx","Madagascar",1546,2015,"74%","U.S.A.",3,"Trinitario","Madagascar",0.74
"hexx","Venezuela",1546,2015,"70%","U.S.A.",3," ","Venezuela",0.7
"hexx","Ecuador",1550,2015,"73%","U.S.A.",3.25," ","Ecuador",0.73
"hexx","Peru",1550,2015,"70%","U.S.A.",3.25," ","Peru",0.7
"Hogarth","Akesson's Estate",1712,2016,"70%","New Zealand",2.75,"Trinitario","Madagascar",0.7
"Hogarth","Carenero Superior",1712,2016,"72%","New Zealand",2.75,"Trinitario","Venezuela",0.72
"Hogarth","Conacado",1712,2016,"75%","New Zealand",3.25,"Trinitario","Domincan Republic",0.75
"Hogarth","Gran Blanco",1712,2016,"66%","New Zealand",3.5,"Criollo","Peru",0.66
"Hoja Verde (Tulicorp)","Arriba",414,2009,"80%","Ecuador",2,"Forastero (Arriba) ASS","Ecuador",0.8
"Hoja Verde (Tulicorp)","Manabi",414,2009,"80%","Ecuador",2.5,"Forastero (Arriba) ASS","Ecuador",0.8
